time vout i_vip i_vin v_bias_p v_bias_n
9.628000000000000253e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
9.727999999999999494e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
9.828000000000000390e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
9.927999999999999631e-09 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.002800000000000053e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.012799999999999977e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.022800000000000066e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.032799999999999990e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.042800000000000080e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.052800000000000004e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.062799999999999928e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.072800000000000018e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.082799999999999942e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.092800000000000031e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.102799999999999955e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.112800000000000045e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.122799999999999969e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.132800000000000059e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.142799999999999983e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.152800000000000072e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.162799999999999996e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.172799999999999921e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.182800000000000010e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.192799999999999934e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.202800000000000024e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.212799999999999948e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.222800000000000037e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.232799999999999961e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.242800000000000051e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.252799999999999975e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.262800000000000065e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.272799999999999989e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.282800000000000078e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.292800000000000002e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.302799999999999927e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
1.312800000000000016e-08 1.308655439999999892e+00 2.091265210000000000e-08 2.065538869999999850e-08 4.717715060000000071e-01 6.073857839999999841e-01
